window,model,decision_group,recommendation_rank,timestamp_utc,workload_end_utc,duration_hours,predicted_combined_score,predicted_price_direction_vs_previous_day,predicted_avg_carbon_intensity_g_co2e_per_kwh,predicted_total_emissions_kg_co2e,predicted_price_rank,predicted_carbon_rank,candidate_count,actual_decision_rank,combined_regret,cost_regret_eur_mwh,carbon_regret_g_co2e_per_kwh,cost_savings_vs_run_now_eur_mwh,carbon_savings_vs_run_now_g_co2e_per_kwh,agreement_count,model_count,model_agreement_rate,rank_confidence_component,score_margin_component,confidence_score,confidence_level
wf_2026_02,hist_gradient_boosting,2026-02-25,1,2026-02-25 12:00:00+00:00,2026-02-25 13:00:00+00:00,1,0.04,decrease,12.04,464101.7,1,3,24,2,0.04,0.0,0.15,14.55,2.03,6,6,1.0,1.0,0.02,0.8,high
wf_2026_02,hist_gradient_boosting,2026-02-25,2,2026-02-25 11:00:00+00:00,2026-02-25 12:00:00+00:00,1,0.07,decrease,12.0,460796.4,3,2,24,1,0.0,0.0,0.0,14.55,2.18,6,6,1.0,0.75,0.07,0.7,medium
wf_2026_02,hist_gradient_boosting,2026-02-25,3,2026-02-25 13:00:00+00:00,2026-02-25 14:00:00+00:00,1,0.13,decrease,12.25,466175.7,2,6,24,3,0.07,0.0,0.56,14.56,1.61,6,6,1.0,0.5,0.02,0.58,medium
wf_2026_02,hist_gradient_boosting,2026-02-25,4,2026-02-25 10:00:00+00:00,2026-02-25 11:00:00+00:00,1,0.15,decrease,11.86,460400.6,8,1,24,4,0.11,0.53,0.26,14.02,1.92,6,6,1.0,0.25,0.07,0.48,low
wf_2026_02,hist_gradient_boosting,2026-02-25,5,2026-02-25 14:00:00+00:00,2026-02-25 15:00:00+00:00,1,0.22,decrease,12.81,466400.8,4,8,24,5,0.2,0.05,0.92,14.5,1.26,5,6,0.83,0.0,0.07,0.31,low
wf_2026_02,hist_gradient_boosting,2026-02-26,1,2026-02-26 11:00:00+00:00,2026-02-26 12:00:00+00:00,1,0.07,decrease,11.66,442426.9,1,4,24,3,0.02,0.02,0.27,23.03,1.61,6,6,1.0,1.0,0.06,0.81,high
wf_2026_02,hist_gradient_boosting,2026-02-26,2,2026-02-26 10:00:00+00:00,2026-02-26 11:00:00+00:00,1,0.11,increase,11.43,435607.7,6,1,24,1,0.0,0.01,0.33,23.04,1.56,6,6,1.0,0.75,0.06,0.7,medium
wf_2026_02,hist_gradient_boosting,2026-02-26,3,2026-02-26 09:00:00+00:00,2026-02-26 10:00:00+00:00,1,0.15,decrease,11.52,440045.5,7,2,24,5,0.15,17.34,0.24,5.71,1.64,4,6,0.67,0.5,0.0,0.46,low
wf_2026_02,hist_gradient_boosting,2026-02-26,4,2026-02-26 12:00:00+00:00,2026-02-26 13:00:00+00:00,1,0.15,decrease,11.95,449077.0,2,7,24,2,0.0,0.0,0.55,23.05,1.33,6,6,1.0,0.25,0.15,0.49,low
wf_2026_02,hist_gradient_boosting,2026-02-26,5,2026-02-26 23:00:00+00:00,2026-02-27 00:00:00+00:00,1,0.26,decrease,11.71,404737.9,9,5,24,8,0.22,9.1,0.76,13.95,1.13,4,6,0.67,0.0,0.03,0.24,low
wf_2026_02,hist_gradient_boosting,2026-02-27,1,2026-02-27 11:00:00+00:00,2026-02-27 12:00:00+00:00,1,0.09,decrease,12.11,459988.2,1,5,24,2,0.04,0.0,0.59,10.66,0.22,6,6,1.0,1.0,0.05,0.81,high
wf_2026_02,hist_gradient_boosting,2026-02-27,2,2026-02-27 09:00:00+00:00,2026-02-27 10:00:00+00:00,1,0.13,decrease,11.55,453586.9,7,1,24,3,0.09,2.91,0.26,7.75,0.56,6,6,1.0,0.75,0.0,0.69,medium
wf_2026_02,hist_gradient_boosting,2026-02-27,3,2026-02-27 10:00:00+00:00,2026-02-27 11:00:00+00:00,1,0.13,increase,11.98,455011.3,4,4,24,1,0.0,0.01,0.24,10.65,0.58,6,6,1.0,0.5,0.13,0.6,medium
wf_2026_02,hist_gradient_boosting,2026-02-27,4,2026-02-27 00:00:00+00:00,2026-02-27 01:00:00+00:00,1,0.24,decrease,12.17,422951.4,6,7,24,10,0.28,10.66,0.81,0.0,0.0,5,6,0.83,0.25,0.05,0.41,low
wf_2026_02,hist_gradient_boosting,2026-02-27,5,2026-02-27 12:00:00+00:00,2026-02-27 13:00:00+00:00,1,0.28,decrease,12.46,447471.4,3,12,24,6,0.15,0.0,1.01,10.66,-0.19,5,6,0.83,0.0,0.03,0.3,low
wf_2026_02,hist_gradient_boosting,2026-02-28,1,2026-02-28 10:00:00+00:00,2026-02-28 11:00:00+00:00,1,0.07,decrease,12.94,454790.8,3,2,24,1,0.0,0.0,0.34,6.81,-0.19,6,6,1.0,1.0,0.03,0.81,high
wf_2026_02,hist_gradient_boosting,2026-02-28,2,2026-02-28 11:00:00+00:00,2026-02-28 12:00:00+00:00,1,0.09,decrease,13.53,457997.1,1,5,24,4,0.15,0.01,0.77,6.8,-0.63,6,6,1.0,0.75,0.08,0.7,medium
wf_2026_02,hist_gradient_boosting,2026-02-28,3,2026-02-28 09:00:00+00:00,2026-02-28 10:00:00+00:00,1,0.15,decrease,13.4,452869.2,5,4,24,2,0.04,0.02,0.0,6.79,0.15,6,6,1.0,0.5,0.05,0.59,medium
wf_2026_02,hist_gradient_boosting,2026-02-28,4,2026-02-28 12:00:00+00:00,2026-02-28 13:00:00+00:00,1,0.2,decrease,14.22,459634.1,2,9,24,7,0.28,0.01,1.06,6.8,-0.91,4,6,0.67,0.25,0.1,0.37,low
wf_2026_02,hist_gradient_boosting,2026-02-28,5,2026-02-28 08:00:00+00:00,2026-02-28 09:00:00+00:00,1,0.28,decrease,13.91,466743.8,9,6,24,3,0.13,1.79,0.42,5.02,-0.28,5,6,0.83,0.0,0.0,0.29,low
wf_2026_03,hist_gradient_boosting,2026-03-01,1,2026-03-01 10:00:00+00:00,2026-03-01 11:00:00+00:00,1,0.11,unknown,13.01,436924.8,4,3,24,2,0.02,0.76,0.73,32.47,0.49,6,6,1.0,1.0,0.11,0.82,high
wf_2026_03,hist_gradient_boosting,2026-03-01,2,2026-03-01 09:00:00+00:00,2026-03-01 10:00:00+00:00,1,0.2,unknown,13.21,442709.6,5,6,24,1,0.0,0.79,0.47,32.45,0.74,6,6,1.0,0.75,0.0,0.69,medium
wf_2026_03,hist_gradient_boosting,2026-03-01,3,2026-03-01 11:00:00+00:00,2026-03-01 12:00:00+00:00,1,0.2,unknown,13.45,439294.4,3,8,24,3,0.07,0.42,0.85,32.81,0.36,6,6,1.0,0.5,0.0,0.57,medium
wf_2026_03,hist_gradient_boosting,2026-03-01,4,2026-03-01 12:00:00+00:00,2026-03-01 13:00:00+00:00,1,0.2,unknown,13.98,438812.5,1,10,24,4,0.07,0.0,0.94,33.24,0.27,4,6,0.67,0.25,0.13,0.37,low
wf_2026_03,hist_gradient_boosting,2026-03-01,5,2026-03-01 13:00:00+00:00,2026-03-01 14:00:00+00:00,1,0.3,unknown,14.3,438800.4,2,14,24,8,0.15,0.78,0.95,32.46,0.26,1,6,0.17,0.0,0.0,0.06,low
wf_2026_03,hist_gradient_boosting,2026-03-02,1,2026-03-02 10:00:00+00:00,2026-03-02 11:00:00+00:00,1,0.09,increase,11.87,442864.2,4,2,24,1,0.0,6.28,0.08,2.6,1.81,6,6,1.0,1.0,0.02,0.8,high
wf_2026_03,hist_gradient_boosting,2026-03-02,2,2026-03-02 11:00:00+00:00,2026-03-02 12:00:00+00:00,1,0.11,increase,12.14,443722.9,3,4,24,3,0.02,4.8,0.22,4.08,1.67,6,6,1.0,0.75,0.0,0.69,medium
wf_2026_03,hist_gradient_boosting,2026-03-02,3,2026-03-02 12:00:00+00:00,2026-03-02 13:00:00+00:00,1,0.11,increase,12.46,445574.8,2,5,24,2,0.0,0.0,0.58,8.88,1.31,6,6,1.0,0.5,0.02,0.58,medium
wf_2026_03,hist_gradient_boosting,2026-03-02,4,2026-03-02 13:00:00+00:00,2026-03-02 14:00:00+00:00,1,0.13,increase,13.08,465425.2,1,7,24,4,0.07,4.42,0.78,4.45,1.1,5,6,0.83,0.25,0.1,0.42,low
wf_2026_03,hist_gradient_boosting,2026-03-02,5,2026-03-02 09:00:00+00:00,2026-03-02 10:00:00+00:00,1,0.22,increase,11.84,446288.9,11,1,24,5,0.09,7.87,0.19,1.0,1.7,5,6,0.83,0.0,0.07,0.31,low
wf_2026_03,hist_gradient_boosting,2026-03-03,1,2026-03-03 13:00:00+00:00,2026-03-03 14:00:00+00:00,1,0.0,increase,13.26,469316.4,1,1,24,2,0.07,6.2,0.45,42.18,2.01,6,6,1.0,1.0,0.07,0.81,high
wf_2026_03,hist_gradient_boosting,2026-03-03,2,2026-03-03 14:00:00+00:00,2026-03-03 15:00:00+00:00,1,0.07,increase,14.19,486151.7,3,2,24,3,0.11,23.24,0.29,25.14,2.17,5,6,0.83,0.75,0.09,0.65,medium
wf_2026_03,hist_gradient_boosting,2026-03-03,3,2026-03-03 12:00:00+00:00,2026-03-03 13:00:00+00:00,1,0.15,increase,15.05,539906.1,4,5,24,1,0.0,0.0,0.0,48.38,2.46,6,6,1.0,0.5,0.07,0.59,medium
wf_2026_03,hist_gradient_boosting,2026-03-03,4,2026-03-03 00:00:00+00:00,2026-03-03 01:00:00+00:00,1,0.22,increase,14.69,454969.6,9,3,24,12,0.46,48.38,2.46,0.0,0.0,5,6,0.83,0.25,0.0,0.4,low
wf_2026_03,hist_gradient_boosting,2026-03-03,5,2026-03-03 11:00:00+00:00,2026-03-03 12:00:00+00:00,1,0.22,increase,17.22,613666.8,2,10,24,4,0.17,19.62,2.06,28.76,0.39,3,6,0.5,0.0,0.05,0.18,low
wf_2026_03,hist_gradient_boosting,2026-03-04,1,2026-03-04 13:00:00+00:00,2026-03-04 14:00:00+00:00,1,0.07,decrease,13.07,485582.6,1,4,24,2,0.04,3.93,0.36,41.34,4.22,6,6,1.0,1.0,0.02,0.8,high
wf_2026_03,hist_gradient_boosting,2026-03-04,2,2026-03-04 12:00:00+00:00,2026-03-04 13:00:00+00:00,1,0.09,increase,13.07,488866.7,3,3,24,1,0.0,0.0,0.22,45.28,4.36,6,6,1.0,0.75,0.05,0.7,medium
wf_2026_03,hist_gradient_boosting,2026-03-04,3,2026-03-04 14:00:00+00:00,2026-03-04 15:00:00+00:00,1,0.13,decrease,13.3,485887.3,2,6,24,4,0.15,15.63,0.83,29.65,3.75,6,6,1.0,0.5,0.05,0.58,medium
wf_2026_03,hist_gradient_boosting,2026-03-04,4,2026-03-04 11:00:00+00:00,2026-03-04 12:00:00+00:00,1,0.17,increase,13.24,492449.2,5,5,24,3,0.13,19.11,0.45,26.16,4.13,6,6,1.0,0.25,0.05,0.47,low
wf_2026_03,hist_gradient_boosting,2026-03-04,5,2026-03-04 15:00:00+00:00,2026-03-04 16:00:00+00:00,1,0.22,decrease,14.57,507951.4,4,8,24,6,0.26,30.52,1.31,14.75,3.27,6,6,1.0,0.0,0.1,0.37,low
wf_2026_03,hist_gradient_boosting,2026-03-05,1,2026-03-05 11:00:00+00:00,2026-03-05 12:00:00+00:00,1,0.07,decrease,11.67,432487.2,3,2,24,2,0.0,0.43,0.57,82.12,0.89,6,6,1.0,1.0,0.0,0.8,high
wf_2026_03,hist_gradient_boosting,2026-03-05,2,2026-03-05 12:00:00+00:00,2026-03-05 13:00:00+00:00,1,0.07,decrease,12.19,436209.5,1,4,24,4,0.04,0.0,0.69,82.55,0.78,6,6,1.0,0.75,0.07,0.7,medium
wf_2026_03,hist_gradient_boosting,2026-03-05,3,2026-03-05 10:00:00+00:00,2026-03-05 11:00:00+00:00,1,0.13,increase,11.79,438025.6,5,3,24,1,0.0,23.77,0.15,58.78,1.31,6,6,1.0,0.5,0.0,0.57,medium
wf_2026_03,hist_gradient_boosting,2026-03-05,4,2026-03-05 13:00:00+00:00,2026-03-05 14:00:00+00:00,1,0.13,decrease,12.55,447942.0,2,6,24,5,0.07,30.1,0.64,52.45,0.82,6,6,1.0,0.25,0.05,0.47,low
wf_2026_03,hist_gradient_boosting,2026-03-05,5,2026-03-05 09:00:00+00:00,2026-03-05 10:00:00+00:00,1,0.17,increase,11.55,437736.6,9,1,24,3,0.04,59.67,0.0,22.88,1.46,2,6,0.33,0.0,0.02,0.12,low
wf_2026_03,hist_gradient_boosting,2026-03-06,1,2026-03-06 09:00:00+00:00,2026-03-06 10:00:00+00:00,1,0.07,decrease,12.88,454279.5,3,2,24,5,0.07,26.21,0.0,-2.98,1.5,6,6,1.0,1.0,0.05,0.81,high
wf_2026_03,hist_gradient_boosting,2026-03-06,2,2026-03-06 10:00:00+00:00,2026-03-06 11:00:00+00:00,1,0.11,increase,12.73,443685.4,6,1,24,9,0.15,29.17,0.41,-5.94,1.08,6,6,1.0,0.75,0.1,0.71,medium
wf_2026_03,hist_gradient_boosting,2026-03-06,3,2026-03-06 13:00:00+00:00,2026-03-06 14:00:00+00:00,1,0.2,increase,13.57,454548.3,4,7,24,2,0.02,13.02,1.07,10.21,0.42,5,6,0.83,0.5,0.02,0.52,medium
wf_2026_03,hist_gradient_boosting,2026-03-06,4,2026-03-06 12:00:00+00:00,2026-03-06 13:00:00+00:00,1,0.22,increase,13.27,453849.5,8,4,24,1,0.0,13.2,0.68,10.03,0.81,6,6,1.0,0.25,0.05,0.47,low
wf_2026_03,hist_gradient_boosting,2026-03-06,5,2026-03-06 11:00:00+00:00,2026-03-06 12:00:00+00:00,1,0.26,increase,13.05,448599.3,11,3,24,4,0.04,21.42,0.54,1.81,0.96,6,6,1.0,0.0,0.02,0.35,low
wf_2026_03,hist_gradient_boosting,2026-03-07,1,2026-03-07 11:00:00+00:00,2026-03-07 12:00:00+00:00,1,0.04,decrease,13.11,440280.3,3,1,24,3,0.09,14.7,0.29,55.66,0.53,6,6,1.0,1.0,0.09,0.82,high
wf_2026_03,hist_gradient_boosting,2026-03-07,2,2026-03-07 10:00:00+00:00,2026-03-07 11:00:00+00:00,1,0.13,decrease,13.15,441719.4,6,2,24,1,0.0,27.3,0.0,43.06,0.82,5,6,0.83,0.75,0.02,0.63,medium
wf_2026_03,hist_gradient_boosting,2026-03-07,3,2026-03-07 12:00:00+00:00,2026-03-07 13:00:00+00:00,1,0.15,decrease,13.71,449019.8,2,7,24,2,0.02,0.0,0.22,70.36,0.59,6,6,1.0,0.5,0.0,0.57,medium
wf_2026_03,hist_gradient_boosting,2026-03-07,4,2026-03-07 13:00:00+00:00,2026-03-07 14:00:00+00:00,1,0.15,decrease,13.85,450762.1,1,8,24,4,0.09,17.06,0.29,53.3,0.53,6,6,1.0,0.25,0.02,0.47,low
wf_2026_03,hist_gradient_boosting,2026-03-07,5,2026-03-07 09:00:00+00:00,2026-03-07 10:00:00+00:00,1,0.17,decrease,13.44,448482.6,5,5,24,5,0.13,43.48,0.16,26.88,0.66,5,6,0.83,0.0,0.14,0.32,low
wf_2026_03,hist_gradient_boosting,2026-03-08,1,2026-03-08 11:00:00+00:00,2026-03-08 12:00:00+00:00,1,0.07,increase,13.48,453710.0,4,1,24,2,0.0,10.5,0.09,87.18,1.77,6,6,1.0,1.0,0.02,0.8,high
wf_2026_03,hist_gradient_boosting,2026-03-08,2,2026-03-08 12:00:00+00:00,2026-03-08 13:00:00+00:00,1,0.09,increase,13.78,454022.4,2,4,24,3,0.04,0.0,0.82,97.69,1.04,6,6,1.0,0.75,0.05,0.7,medium
wf_2026_03,hist_gradient_boosting,2026-03-08,3,2026-03-08 10:00:00+00:00,2026-03-08 11:00:00+00:00,1,0.13,increase,13.54,451630.2,5,3,24,1,0.0,21.63,0.0,76.06,1.86,6,6,1.0,0.5,0.02,0.58,medium
wf_2026_03,hist_gradient_boosting,2026-03-08,4,2026-03-08 09:00:00+00:00,2026-03-08 10:00:00+00:00,1,0.15,increase,13.52,441313.9,7,2,24,4,0.11,37.55,0.28,60.14,1.58,6,6,1.0,0.25,0.0,0.46,low
wf_2026_03,hist_gradient_boosting,2026-03-08,5,2026-03-08 13:00:00+00:00,2026-03-08 14:00:00+00:00,1,0.15,decrease,14.83,456410.6,1,8,24,5,0.13,6.6,1.18,91.09,0.68,5,6,0.83,0.0,0.07,0.31,low
wf_2026_03,hist_gradient_boosting,2026-03-09,1,2026-03-09 12:00:00+00:00,2026-03-09 13:00:00+00:00,1,0.02,increase,13.01,457956.3,1,2,24,1,0.0,0.0,0.01,29.8,1.38,6,6,1.0,1.0,0.05,0.81,high
wf_2026_03,hist_gradient_boosting,2026-03-09,2,2026-03-09 13:00:00+00:00,2026-03-09 14:00:00+00:00,1,0.07,increase,13.22,460436.2,2,3,24,3,0.09,2.03,0.2,27.77,1.19,6,6,1.0,0.75,0.02,0.69,medium
wf_2026_03,hist_gradient_boosting,2026-03-09,3,2026-03-09 11:00:00+00:00,2026-03-09 12:00:00+00:00,1,0.09,increase,12.85,455754.0,5,1,24,2,0.07,3.85,0.0,25.95,1.39,6,6,1.0,0.5,0.05,0.58,medium
wf_2026_03,hist_gradient_boosting,2026-03-09,4,2026-03-09 14:00:00+00:00,2026-03-09 15:00:00+00:00,1,0.13,increase,13.52,465109.1,4,4,24,5,0.17,13.01,0.56,16.79,0.83,5,6,0.83,0.25,0.09,0.42,low
wf_2026_03,hist_gradient_boosting,2026-03-09,5,2026-03-09 03:00:00+00:00,2026-03-09 04:00:00+00:00,1,0.22,decrease,15.25,459433.4,3,9,24,8,0.3,2.19,2.25,27.61,-0.86,4,6,0.67,0.0,0.05,0.24,low
wf_2026_03,hist_gradient_boosting,2026-03-10,1,2026-03-10 12:00:00+00:00,2026-03-10 13:00:00+00:00,1,0.02,increase,13.49,479716.4,2,1,24,1,0.0,80.24,0.02,33.1,3.23,6,6,1.0,1.0,0.05,0.81,high
wf_2026_03,hist_gradient_boosting,2026-03-10,2,2026-03-10 13:00:00+00:00,2026-03-10 14:00:00+00:00,1,0.07,increase,13.6,484186.3,3,2,24,2,0.0,80.84,0.0,32.51,3.25,6,6,1.0,0.75,0.02,0.69,medium
wf_2026_03,hist_gradient_boosting,2026-03-10,3,2026-03-10 23:00:00+00:00,2026-03-11 00:00:00+00:00,1,0.09,decrease,14.57,501172.1,1,5,24,3,0.0,0.0,0.16,113.35,3.08,5,6,0.83,0.5,0.05,0.53,medium
wf_2026_03,hist_gradient_boosting,2026-03-10,4,2026-03-10 11:00:00+00:00,2026-03-10 12:00:00+00:00,1,0.13,increase,13.61,482345.9,5,3,24,5,0.13,84.08,0.35,29.27,2.9,6,6,1.0,0.25,0.0,0.46,low
wf_2026_03,hist_gradient_boosting,2026-03-10,5,2026-03-10 14:00:00+00:00,2026-03-10 15:00:00+00:00,1,0.13,decrease,13.72,487603.9,4,4,24,4,0.09,84.52,0.16,28.83,3.08,6,6,1.0,0.0,0.09,0.37,low
wf_2026_03,hist_gradient_boosting,2026-03-11,1,2026-03-11 12:00:00+00:00,2026-03-11 13:00:00+00:00,1,0.11,decrease,12.07,438692.8,2,5,24,4,0.09,22.82,0.26,11.15,1.55,6,6,1.0,1.0,0.02,0.8,high
wf_2026_03,hist_gradient_boosting,2026-03-11,2,2026-03-11 11:00:00+00:00,2026-03-11 12:00:00+00:00,1,0.13,decrease,11.83,436024.6,4,4,24,2,0.0,15.21,0.22,18.76,1.59,6,6,1.0,0.75,0.07,0.7,medium
wf_2026_03,hist_gradient_boosting,2026-03-11,3,2026-03-11 10:00:00+00:00,2026-03-11 11:00:00+00:00,1,0.2,decrease,11.61,436841.9,9,2,24,1,0.0,19.82,0.05,14.15,1.76,5,6,0.83,0.5,0.05,0.53,medium
wf_2026_03,hist_gradient_boosting,2026-03-11,4,2026-03-11 09:00:00+00:00,2026-03-11 10:00:00+00:00,1,0.24,decrease,11.33,436947.8,12,1,24,3,0.04,32.3,0.0,1.67,1.81,4,6,0.67,0.25,0.02,0.35,low
wf_2026_03,hist_gradient_boosting,2026-03-11,5,2026-03-11 13:00:00+00:00,2026-03-11 14:00:00+00:00,1,0.26,decrease,12.28,441083.7,7,7,24,5,0.17,33.12,0.27,0.85,1.54,5,6,0.83,0.0,0.05,0.3,low
wf_2026_03,hist_gradient_boosting,2026-03-12,1,2026-03-12 11:00:00+00:00,2026-03-12 12:00:00+00:00,1,0.15,decrease,12.23,458479.2,1,8,24,4,0.04,0.0,0.82,84.54,0.81,6,6,1.0,1.0,0.03,0.81,high
wf_2026_03,hist_gradient_boosting,2026-03-12,2,2026-03-12 23:00:00+00:00,2026-03-13 00:00:00+00:00,1,0.17,decrease,11.79,426373.2,7,3,24,8,0.09,9.61,0.75,74.93,0.88,5,6,0.83,0.75,0.03,0.64,medium
wf_2026_03,hist_gradient_boosting,2026-03-12,3,2026-03-12 10:00:00+00:00,2026-03-12 11:00:00+00:00,1,0.2,decrease,12.01,450513.1,4,7,24,1,0.0,0.01,0.63,84.53,1.0,6,6,1.0,0.5,0.0,0.57,medium
wf_2026_03,hist_gradient_boosting,2026-03-12,4,2026-03-12 22:00:00+00:00,2026-03-12 23:00:00+00:00,1,0.2,decrease,11.58,431795.0,10,1,24,6,0.04,25.81,0.35,58.73,1.28,5,6,0.83,0.25,0.03,0.41,low
wf_2026_03,hist_gradient_boosting,2026-03-12,5,2026-03-12 12:00:00+00:00,2026-03-12 13:00:00+00:00,1,0.22,decrease,12.69,459638.2,2,10,24,5,0.04,0.0,1.17,84.54,0.47,6,6,1.0,0.0,0.12,0.37,low
wf_2026_03,hist_gradient_boosting,2026-03-13,1,2026-03-13 11:00:00+00:00,2026-03-13 12:00:00+00:00,1,0.0,increase,11.41,424917.4,1,1,24,4,0.17,17.3,0.08,-8.2,1.79,6,6,1.0,1.0,0.04,0.81,high
wf_2026_03,hist_gradient_boosting,2026-03-13,2,2026-03-13 10:00:00+00:00,2026-03-13 11:00:00+00:00,1,0.04,increase,11.46,434838.0,2,2,24,1,0.0,4.4,0.0,4.7,1.86,6,6,1.0,0.75,0.11,0.71,medium
wf_2026_03,hist_gradient_boosting,2026-03-13,3,2026-03-13 09:00:00+00:00,2026-03-13 10:00:00+00:00,1,0.15,decrease,11.83,450796.4,5,4,24,2,0.04,3.81,0.31,5.28,1.56,5,6,0.83,0.5,0.0,0.52,medium
wf_2026_03,hist_gradient_boosting,2026-03-13,4,2026-03-13 13:00:00+00:00,2026-03-13 14:00:00+00:00,1,0.15,increase,12.04,433222.8,3,6,24,5,0.17,11.22,0.57,-2.13,1.3,5,6,0.83,0.25,0.07,0.42,low
wf_2026_03,hist_gradient_boosting,2026-03-13,5,2026-03-13 12:00:00+00:00,2026-03-13 13:00:00+00:00,1,0.22,increase,11.75,433155.2,9,3,24,3,0.07,4.92,0.3,4.17,1.56,6,6,1.0,0.0,0.07,0.36,low
wf_2026_03,hist_gradient_boosting,2026-03-14,1,2026-03-14 11:00:00+00:00,2026-03-14 12:00:00+00:00,1,0.0,increase,12.64,445240.8,1,1,24,2,0.13,26.61,0.0,21.98,1.42,6,6,1.0,1.0,0.16,0.83,high
wf_2026_03,hist_gradient_boosting,2026-03-14,2,2026-03-14 12:00:00+00:00,2026-03-14 13:00:00+00:00,1,0.15,increase,12.72,448623.3,7,2,24,3,0.13,6.82,1.16,41.77,0.26,6,6,1.0,0.75,0.0,0.69,medium
wf_2026_03,hist_gradient_boosting,2026-03-14,3,2026-03-14 15:00:00+00:00,2026-03-14 16:00:00+00:00,1,0.15,increase,13.75,469793.2,3,6,24,7,0.33,14.19,1.54,34.4,-0.12,5,6,0.83,0.5,0.07,0.53,medium
wf_2026_03,hist_gradient_boosting,2026-03-14,4,2026-03-14 13:00:00+00:00,2026-03-14 14:00:00+00:00,1,0.22,increase,13.96,490426.4,2,10,24,8,0.35,7.77,1.86,40.82,-0.44,4,6,0.67,0.25,0.02,0.35,low
wf_2026_03,hist_gradient_boosting,2026-03-14,5,2026-03-14 10:00:00+00:00,2026-03-14 11:00:00+00:00,1,0.24,increase,12.77,439544.9,10,3,24,4,0.15,14.74,0.2,33.85,1.22,6,6,1.0,0.0,0.07,0.36,low
wf_2026_03,hist_gradient_boosting,2026-03-15,1,2026-03-15 10:00:00+00:00,2026-03-15 11:00:00+00:00,1,0.02,decrease,11.97,431427.7,2,1,24,2,0.02,7.0,0.03,128.11,5.76,6,6,1.0,1.0,0.07,0.81,high
wf_2026_03,hist_gradient_boosting,2026-03-15,2,2026-03-15 11:00:00+00:00,2026-03-15 12:00:00+00:00,1,0.09,decrease,12.45,440257.5,3,3,24,3,0.02,8.48,0.0,126.62,5.79,6,6,1.0,0.75,0.0,0.69,medium
wf_2026_03,hist_gradient_boosting,2026-03-15,3,2026-03-15 12:00:00+00:00,2026-03-15 13:00:00+00:00,1,0.09,decrease,12.85,446011.0,1,5,24,1,0.0,1.92,0.17,133.19,5.62,6,6,1.0,0.5,0.12,0.6,medium
wf_2026_03,hist_gradient_boosting,2026-03-15,4,2026-03-15 13:00:00+00:00,2026-03-15 14:00:00+00:00,1,0.2,decrease,13.22,447701.0,4,7,24,4,0.02,0.0,0.74,135.1,5.06,4,6,0.67,0.25,0.0,0.35,low
wf_2026_03,hist_gradient_boosting,2026-03-15,5,2026-03-15 23:00:00+00:00,2026-03-16 00:00:00+00:00,1,0.2,decrease,12.23,428401.3,9,2,24,8,0.15,22.43,0.54,112.67,5.25,4,6,0.67,0.0,0.02,0.24,low
wf_2026_03,hist_gradient_boosting,2026-03-16,1,2026-03-16 12:00:00+00:00,2026-03-16 13:00:00+00:00,1,0.04,increase,11.96,442582.4,2,2,24,1,0.0,0.0,0.13,14.8,1.24,6,6,1.0,1.0,0.02,0.8,high
wf_2026_03,hist_gradient_boosting,2026-03-16,2,2026-03-16 13:00:00+00:00,2026-03-16 14:00:00+00:00,1,0.07,increase,12.25,450766.3,1,4,24,4,0.11,6.96,0.49,7.84,0.88,6,6,1.0,0.75,0.02,0.69,medium
wf_2026_03,hist_gradient_boosting,2026-03-16,3,2026-03-16 11:00:00+00:00,2026-03-16 12:00:00+00:00,1,0.09,decrease,11.77,444683.2,5,1,24,2,0.07,10.62,0.0,4.19,1.37,6,6,1.0,0.5,0.16,0.61,medium
wf_2026_03,hist_gradient_boosting,2026-03-16,4,2026-03-16 10:00:00+00:00,2026-03-16 11:00:00+00:00,1,0.24,increase,12.23,457636.6,10,3,24,3,0.11,13.11,0.05,1.69,1.32,6,6,1.0,0.25,0.05,0.47,low
wf_2026_03,hist_gradient_boosting,2026-03-16,5,2026-03-16 02:00:00+00:00,2026-03-16 03:00:00+00:00,1,0.28,decrease,13.59,440168.2,4,11,24,6,0.28,0.68,1.94,14.12,-0.56,4,6,0.67,0.0,0.0,0.23,low
wf_2026_03,hist_gradient_boosting,2026-03-17,1,2026-03-17 11:00:00+00:00,2026-03-17 12:00:00+00:00,1,0.04,decrease,11.96,438056.7,2,2,24,2,0.02,0.0,0.48,98.21,1.84,6,6,1.0,1.0,0.02,0.8,high
wf_2026_03,hist_gradient_boosting,2026-03-17,2,2026-03-17 10:00:00+00:00,2026-03-17 11:00:00+00:00,1,0.07,decrease,11.53,430780.7,4,1,24,1,0.0,0.01,0.0,98.21,2.32,6,6,1.0,0.75,0.0,0.69,medium
wf_2026_03,hist_gradient_boosting,2026-03-17,3,2026-03-17 12:00:00+00:00,2026-03-17 13:00:00+00:00,1,0.07,decrease,12.43,439332.6,1,4,24,3,0.02,0.0,1.03,98.22,1.29,6,6,1.0,0.5,0.12,0.6,medium
wf_2026_03,hist_gradient_boosting,2026-03-17,4,2026-03-17 13:00:00+00:00,2026-03-17 14:00:00+00:00,1,0.17,decrease,13.09,443766.5,3,7,24,5,0.11,0.0,1.35,98.22,0.97,6,6,1.0,0.25,0.02,0.47,low
